realSum,room_type,person_capacity,business,cleanliness_rating,guest_satisfaction_overall,bedrooms
921.6600660839408,Apartment,4,0,8.0,90.0,1
950.0152321139832,Private,4,0,8.0,85.0,1
694.5843976284771,Apartment,2,0,9.0,95.0,1
313.3128676212125,Private,3,0,10.0,96.0,2
517.4231949944931,Private,4,0,10.0,98.0,2
288.7071450331592,Private,4,0,10.0,97.0,1
300.8928362196237,Private,2,0,10.0,91.0,1
479.4600801443536,Private,4,0,10.0,98.0,2
640.4518079347597,Apartment,2,0,6.0,80.0,1
1066.4823190307688,Apartment,4,0,8.0,100.0,3
496.5669158484288,Apartment,2,0,10.0,98.0,1
420.4063459330256,Private,2,0,9.0,96.0,1
359.9465704309517,Private,2,0,10.0,98.0,0
421.34370679352287,Apartment,2,0,10.0,100.0,1
540.6228762918005,Apartment,2,0,7.0,92.0,1
251.91573125864133,Private,2,0,10.0,99.0,1
305.8139807372343,Private,2,0,9.0,84.0,1
1228.880088111921,Apartment,2,0,10.0,100.0,2
645.3729524523704,Private,2,1,10.0,90.0,1
645.3729524523704,Private,2,1,10.0,100.0,1
613.7370234105875,Private,4,0,10.0,100.0,2
245.82288566540907,Private,2,0,9.0,92.0,1
589.8343214679071,Apartment,2,0,10.0,100.0,1
534.5300306985682,Apartment,3,0,10.0,100.0,2
1348.6279380404471,Apartment,6,1,10.0,97.0,2
464.4623063763973,Private,4,0,9.0,93.0,0
356.4314672040869,Private,2,0,10.0,100.0,1
387.1300353853725,Private,2,0,10.0,99.0,1
387.1300353853725,Private,2,0,10.0,97.0,1
304.64227966161275,Private,2,0,10.0,97.0,1
491.64577133081815,Apartment,2,0,8.0,90.0,1
1348.6279380404471,Apartment,6,0,10.0,98.0,2
254.4934736250088,Private,2,0,10.0,94.0,1
473.132894335997,Apartment,4,0,10.0,100.0,0
274.1780516954515,Private,2,0,9.0,97.0,1
647.4820143884892,Apartment,3,1,10.0,100.0,1
342.6053945117522,Apartment,2,1,10.0,88.0,1
632.9529210507816,Apartment,4,0,9.0,93.0,2
511.5646896163851,Private,4,1,9.0,96.0,1
354.32240526796807,Private,2,1,10.0,100.0,1
535.7017317741899,Apartment,2,0,8.0,92.0,1
271.8346495442083,Private,2,0,10.0,99.0,1
798.6314531436741,Apartment,4,0,10.0,95.0,2
325.498558807677,Apartment,2,0,10.0,96.0,1
673.4937782672885,Apartment,4,0,8.0,80.0,2
699.0368617158391,Apartment,4,1,10.0,95.0,3
282.8486396550512,Private,2,0,9.0,94.0,1
491.64577133081815,Private,2,0,10.0,100.0,2
361.3526117216976,Apartment,2,0,10.0,96.0,0
331.8257446160336,Private,2,0,10.0,100.0,1
331.8257446160336,Private,2,0,10.0,90.0,1
1199.5875612213813,Apartment,6,1,10.0,98.0,3
422.7497480842688,Private,2,0,8.0,92.0,0
319.6400534295691,Private,2,0,10.0,99.0,1
606.0037963114851,Apartment,6,0,10.0,94.0,3
351.04164225622765,Apartment,2,1,10.0,100.0,1
682.8673868722612,Apartment,4,1,10.0,84.0,1
675.8371804185317,Apartment,4,0,8.0,93.0,2
552.808567478265,Apartment,4,0,9.0,100.0,3
233.63719447894456,Private,2,0,10.0,99.0,1
361.1182715065733,Apartment,4,1,10.0,100.0,2
476.8823377779861,Private,4,1,10.0,92.0,2
403.0651700138261,Apartment,2,0,9.0,91.0,1
669.7443348252995,Apartment,4,0,10.0,96.0,3
622.876291800436,Apartment,4,0,9.0,97.0,2
454.8543575563003,Private,2,0,10.0,98.0,1
258.2429170669979,Private,2,0,8.0,97.0,1
639.9831275045111,Apartment,4,1,10.0,100.0,2
297.6120732078832,Apartment,2,1,10.0,100.0,1
309.56342417922343,Private,4,0,10.0,100.0,2
307.22002202798024,Private,2,0,9.0,97.0,0
281.4425983643053,Private,2,0,10.0,90.0,1
339.0902912848874,Private,2,0,10.0,100.0,1
279.09919621306216,Private,2,0,9.0,90.0,1
245.5885454502848,Private,2,0,9.0,85.0,1
921.6600660839408,Apartment,4,0,10.0,100.0,2
458.369460783165,Apartment,4,0,8.0,87.0,2
313.3128676212125,Private,2,0,9.0,80.0,1
315.89060998758,Private,2,0,9.0,97.0,1
699.0368617158391,Private,3,1,10.0,95.0,1
397.2066646357181,Apartment,2,0,10.0,100.0,1
504.06580273240695,Private,4,0,10.0,91.0,1
653.5748599817215,Apartment,2,1,10.0,100.0,1
258.2429170669979,Private,2,0,9.0,84.0,1
398.1440254962154,Private,2,0,10.0,89.0,1
798.6314531436741,Apartment,4,0,10.0,97.0,1
304.8766198767371,Private,4,1,9.0,94.0,1
449.46453260844095,Private,4,1,10.0,96.0,1
303.00189815574254,Private,2,1,4.0,80.0,1
292.45658847514824,Private,2,0,10.0,100.0,1
306.04832095235867,Apartment,2,0,9.0,95.0,1
403.0651700138261,Private,2,0,10.0,99.0,1
387.1300353853725,Private,2,0,10.0,100.0,1
250.74403018301973,Private,2,0,10.0,95.0,1
274.1780516954515,Private,2,0,9.0,86.0,1
447.5898108874465,Private,2,0,10.0,100.0,1
366.5080964544326,Private,2,0,10.0,99.0,1
426.0305110960092,Apartment,2,0,10.0,100.0,1
467.0400487427648,Private,2,0,10.0,94.0,1
1198.1815199306354,Apartment,4,0,10.0,100.0,2
161.9290886509034,Private,2,0,9.0,84.0,1
550.4651653270219,Apartment,2,0,10.0,98.0,1
522.3443395121037,Apartment,2,0,9.0,100.0,1
764.4177817355237,Apartment,4,0,10.0,100.0,2
602.0200126543716,Apartment,2,0,7.0,80.0,1
245.82288566540907,Private,2,0,10.0,94.0,1
298.78377428350484,Private,2,0,8.0,89.0,1
221.2171630773557,Private,2,0,7.0,80.0,1
940.1729430787618,Private,4,1,10.0,80.0,2
417.8286035666581,Apartment,4,0,8.0,100.0,2
649.1223958943594,Apartment,4,0,10.0,100.0,3
952.5929744803508,Apartment,4,0,10.0,88.0,1
215.12431748412348,Private,2,0,9.0,89.0,1
274.1780516954515,Private,2,0,10.0,100.0,1
325.498558807677,Private,4,0,9.0,87.0,2
447.3554706723221,Private,2,0,10.0,93.0,1
1348.6279380404471,Apartment,6,0,10.0,100.0,2
636.7023644927707,Private,4,0,9.0,90.0,2
566.6346401705997,Apartment,4,0,6.0,60.0,2
256.836875776252,Private,2,0,10.0,92.0,1
196.6114404893024,Private,2,0,9.0,80.0,1
234.57455533944184,Private,2,0,10.0,97.0,1
378.6937876408971,Private,2,0,10.0,60.0,1
264.33576266023016,Private,2,0,10.0,80.0,1
128.88711831837463,Apartment,2,0,10.0,100.0,1
274.1780516954515,Private,2,0,10.0,100.0,1
485.5529257375859,Apartment,2,0,10.0,90.0,1
340.49633257563335,Private,2,0,10.0,88.0,0
814.5665877721276,Private,4,0,8.0,80.0,1
288.7071450331592,Private,2,0,9.0,100.0,0
713.8002952686711,Apartment,4,1,10.0,100.0,1
405.4085721650693,Private,2,0,10.0,100.0,1
786.4457619572096,Apartment,4,1,10.0,93.0,2
718.9557800014061,Apartment,4,0,9.0,92.0,2
405.6429123801936,Apartment,2,0,8.0,100.0,1
258.0085768518736,Private,2,0,10.0,98.0,1
823.4715159468517,Apartment,4,0,10.0,99.0,3
761.8400393691562,Apartment,4,1,9.0,80.0,0
531.9522883322007,Apartment,4,0,10.0,100.0,1
295.0343308415157,Private,2,0,10.0,100.0,1
921.6600660839408,Apartment,4,0,10.0,100.0,2
289.64450589365646,Apartment,4,0,10.0,100.0,2
539.2168350010546,Private,3,0,10.0,100.0,1
773.0883696951234,Apartment,4,0,10.0,100.0,2
307.22002202798024,Private,2,0,10.0,97.0,1
307.22002202798024,Private,2,0,10.0,98.0,1
288.7071450331592,Private,2,0,8.0,80.0,1
467.0400487427648,Apartment,2,0,10.0,100.0,1
552.808567478265,Private,4,0,8.0,95.0,2
921.6600660839408,Apartment,4,0,10.0,100.0,2
614.4400440559605,Apartment,4,0,10.0,100.0,3
423.9214491598904,Apartment,2,0,10.0,100.0,0
626.3913950273006,Apartment,4,0,10.0,100.0,1
737.2343167811028,Apartment,4,0,9.0,93.0,1
198.9548426405456,Private,2,0,10.0,98.0,1
282.6142994399269,Private,2,0,10.0,96.0,1
467.0400487427648,Apartment,4,0,10.0,100.0,1
411.5014177583016,Private,4,0,10.0,97.0,1
811.0514845452628,Apartment,4,0,9.0,96.0,2
614.4400440559605,Apartment,3,0,7.0,90.0,2
270.4286082534624,Private,2,0,10.0,100.0,1
276.52145384669467,Private,2,0,10.0,100.0,1
258.2429170669979,Private,2,0,10.0,100.0,1
384.7866332341293,Apartment,2,1,10.0,100.0,1
728.7980690366275,Apartment,4,0,10.0,100.0,2
387.1300353853725,Apartment,2,0,8.0,80.0,0
233.63719447894456,Private,2,0,6.0,20.0,1
1301.2912145853352,Apartment,4,0,10.0,100.0,2
436.10714034635487,Apartment,3,0,10.0,100.0,1
393.4572211937291,Apartment,2,0,10.0,100.0,1
515.5484732734985,Apartment,2,0,10.0,100.0,1
225.66962716471772,Private,2,0,10.0,80.0,1
209.03147189089125,Private,2,0,6.0,60.0,1
393.9259016239777,Private,4,1,10.0,100.0,1
504.06580273240695,Apartment,4,0,10.0,98.0,2
350.33862161085466,Private,2,0,10.0,93.0,1
221.2171630773557,Private,3,0,10.0,100.0,1
258.0085768518736,Private,2,0,10.0,100.0,1
430.24863496824696,Apartment,4,0,9.0,90.0,2
405.6429123801936,Apartment,2,0,10.0,100.0,1
669.7443348252995,Apartment,4,0,8.0,100.0,1
540.6228762918005,Apartment,3,0,10.0,100.0,2
1044.6886790242074,Apartment,4,0,9.0,90.0,1
215.12431748412348,Private,2,0,10.0,96.0,1
258.0085768518736,Private,2,0,10.0,100.0,1
201.53258500691305,Private,3,0,10.0,100.0,1
368.8514986056758,Apartment,2,0,10.0,100.0,1
217.70205985049097,Private,2,0,10.0,100.0,1
1388.7001148267054,Apartment,6,0,10.0,100.0,2
409.39235582218265,Apartment,4,0,10.0,93.0,2
196.6114404893024,Private,2,0,10.0,96.0,1
589.8343214679071,Apartment,2,0,10.0,98.0,1
356.4314672040869,Private,2,0,10.0,95.0,0
682.1643662268882,Apartment,4,0,8.0,92.0,2
356.4314672040869,Apartment,2,0,10.0,97.0,1
1049.3754833266937,Apartment,4,0,9.0,95.0,2
952.3586342652264,Apartment,4,0,10.0,98.0,2
454.8543575563003,Apartment,3,0,9.0,92.0,1
823.4715159468517,Apartment,2,0,10.0,96.0,1
737.2343167811028,Apartment,4,0,10.0,99.0,3
1714.4330138495068,Apartment,3,0,10.0,95.0,1
919.0823237175732,Apartment,2,0,9.0,96.0,1
227.310008670588,Private,2,0,10.0,97.0,1
539.4511752161789,Apartment,2,0,10.0,95.0,1
366.2737562393083,Private,2,0,10.0,97.0,1
657.3243034237106,Apartment,4,0,10.0,93.0,2
218.63942071098825,Private,2,0,8.0,87.0,1
1013.9901108429218,Apartment,4,0,9.0,91.0,1
307.22002202798024,Private,2,0,10.0,97.0,1
319.40571321444475,Private,3,0,10.0,95.0,1
786.4457619572096,Apartment,2,0,9.0,96.0,1
614.4400440559605,Private,3,0,9.0,93.0,1
934.0800974855296,Apartment,4,0,9.0,94.0,2
282.8486396550512,Private,4,0,9.0,94.0,2
233.63719447894456,Private,2,0,10.0,98.0,1
233.63719447894456,Private,2,0,10.0,96.0,1
540.6228762918005,Apartment,2,0,10.0,96.0,1
653.8092001968458,Apartment,2,0,10.0,99.0,1
1005.0851826681976,Apartment,4,0,9.0,97.0,3
522.3443395121037,Private,2,0,9.0,94.0,1
245.82288566540907,Private,2,0,10.0,96.0,1
614.4400440559605,Apartment,4,0,10.0,93.0,2
390.6451386122373,Apartment,2,0,9.0,94.0,1
442.4343261547114,Private,2,0,9.0,95.0,1
556.7923511353783,Apartment,2,0,10.0,98.0,1
374.944344198908,Apartment,4,0,10.0,93.0,2
460.7128629344082,Apartment,4,0,9.0,91.0,1
264.1014224451058,Apartment,2,0,9.0,98.0,2
399.5500667869613,Apartment,4,0,10.0,97.0,1
432.3576969043658,Private,3,0,10.0,92.0,1
393.4572211937291,Private,2,0,9.0,93.0,1
1474.9373139924544,Apartment,4,0,9.0,96.0,2
228.71604996133388,Private,2,0,9.0,92.0,1
393.4572211937291,Private,3,0,10.0,94.0,1
651.2314578304783,Apartment,4,0,9.0,97.0,2
7782.907224708832,Apartment,6,0,10.0,100.0,3
319.6400534295691,Private,4,0,10.0,91.0,1
390.8794788273616,Apartment,2,0,10.0,91.0,0
552.808567478265,Apartment,2,0,9.0,93.0,1
935.0174583460268,Apartment,4,0,8.0,86.0,2
192.8619970473133,Shared,4,0,8.0,84.0,1
276.2871136315703,Private,2,1,8.0,83.0,1
262.92972136948424,Private,2,0,10.0,95.0,1
546.7157218850327,Apartment,2,0,10.0,97.0,1
312.1411665455909,Private,2,0,10.0,93.0,1
368.6171583905514,Apartment,2,0,10.0,97.0,1
782.4619783000961,Apartment,4,0,10.0,96.0,1
344.2457760176224,Private,2,0,10.0,96.0,1
430.24863496824696,Apartment,2,0,10.0,98.0,1
940.1729430787618,Apartment,4,0,10.0,96.0,3
325.498558807677,Private,2,0,9.0,94.0,2
841.9843929416728,Apartment,4,0,10.0,98.0,3
309.7977643943477,Private,2,0,10.0,94.0,0
399.31572657183705,Apartment,2,0,10.0,96.0,1
953.7646755559722,Private,4,0,9.0,93.0,1
504.06580273240695,Private,2,0,10.0,93.0,1
264.1014224451058,Private,4,1,9.0,86.0,1
332.0600848311579,Private,2,0,10.0,99.0,1
332.0600848311579,Private,2,0,10.0,99.0,1
218.8737609261125,Private,2,0,10.0,98.0,1
356.4314672040869,Private,2,0,10.0,95.0,1
491.64577133081815,Apartment,2,0,10.0,95.0,1
454.8543575563003,Apartment,3,0,10.0,99.0,2
329.4823424647904,Private,2,0,10.0,96.0,0
702.7863051578282,Apartment,2,1,10.0,94.0,1
307.22002202798024,Apartment,3,0,9.0,94.0,1
230.82511189745276,Private,2,0,9.0,89.0,1
504.06580273240695,Apartment,3,0,10.0,97.0,1
209.03147189089125,Private,2,0,8.0,100.0,1
442.66866636983576,Private,2,0,10.0,93.0,1
334.16914676727674,Private,2,0,10.0,100.0,1
1148.7357345394043,Apartment,4,0,9.0,96.0,2
1167.2486115342256,Apartment,4,0,10.0,98.0,3
288.7071450331592,Private,3,0,10.0,98.0,1
184.4257493028379,Private,2,1,9.0,88.0,1
372.3666018325405,Apartment,2,0,9.0,90.0,1
640.4518079347597,Apartment,2,0,9.0,93.0,1
304.8766198767371,Private,4,1,8.0,85.0,1
313.3128676212125,Apartment,2,0,9.0,95.0,1
209.03147189089125,Shared,2,0,9.0,94.0,1
475.4762964872402,Private,2,0,10.0,96.0,1
546.7157218850327,Apartment,2,0,9.0,96.0,1
227.310008670588,Private,2,0,10.0,92.0,1
749.4200079675674,Apartment,2,0,9.0,93.0,1
310.735125254845,Apartment,2,0,9.0,90.0,1
431.4203360438685,Private,2,0,10.0,96.0,1
275.34975277107304,Private,2,0,9.0,87.0,1
261.75802029386267,Private,2,0,10.0,100.0,1
196.6114404893024,Private,2,0,8.0,84.0,1
1474.9373139924544,Apartment,3,0,10.0,98.0,2
293.6282895507698,Private,3,0,8.0,86.0,0
497.7386169240504,Apartment,2,1,9.0,91.0,1
312.1411665455909,Private,2,0,10.0,97.0,1
280.03655707355944,Private,2,0,10.0,97.0,1
675.6028402034074,Apartment,2,0,10.0,100.0,1
682.1643662268882,Apartment,4,0,9.0,92.0,2
946.0314484568696,Apartment,6,0,9.0,94.0,2
192.8619970473133,Private,2,0,9.0,94.0,1
538.2794741405573,Apartment,2,0,9.0,95.0,1
1576.640967356408,Apartment,6,0,10.0,100.0,3
439.8565837883439,Apartment,3,0,9.0,97.0,1
658.7303447144565,Apartment,4,0,8.0,88.0,2
218.8737609261125,Private,2,0,10.0,96.0,1
921.6600660839408,Apartment,4,0,10.0,100.0,2
315.89060998758,Private,2,0,10.0,96.0,1
509.9243081105149,Apartment,2,0,9.0,90.0,1
899.6320858622549,Apartment,4,0,9.0,95.0,1
245.5885454502848,Private,2,0,10.0,89.0,1
386.8956951702482,Apartment,2,0,9.0,88.0,1
1155.2972605628852,Apartment,4,0,9.0,92.0,2
242.07344222342,Private,2,0,9.0,94.0,1
188.17519274482692,Private,2,0,8.0,83.0,1
355.25976612846534,Private,3,0,9.0,93.0,0
549.5278044665246,Apartment,2,0,9.0,94.0,1
894.7109413446442,Private,4,0,10.0,94.0,2
784.1023598059663,Apartment,4,0,9.0,89.0,2
737.2343167811028,Apartment,4,0,10.0,95.0,3
373.5383029081621,Private,2,0,10.0,97.0,1
405.6429123801936,Private,2,0,10.0,97.0,1
798.6314531436741,Apartment,2,0,10.0,96.0,1
264.33576266023016,Private,2,0,10.0,98.0,1
1941.5086823049703,Apartment,2,0,10.0,100.0,1
1450.097251189277,Apartment,2,0,10.0,99.0,1
796.2880509924308,Apartment,2,0,10.0,99.0,1
442.66866636983576,Apartment,4,0,9.0,89.0,2
734.8909146298597,Apartment,4,0,10.0,95.0,2
540.6228762918005,Apartment,2,0,10.0,97.0,1
712.8629344081738,Apartment,4,0,10.0,100.0,2
884.8686523094229,Apartment,4,0,10.0,100.0,2
264.1014224451058,Private,2,0,10.0,99.0,1
538.5138143556816,Apartment,4,0,10.0,96.0,2
442.66866636983576,Private,2,0,10.0,98.0,1
378.4594474257728,Apartment,3,0,9.0,87.0,1
524.6877416633469,Private,2,0,9.0,98.0,1
319.6400534295691,Private,2,0,10.0,99.0,1
221.2171630773557,Private,2,0,10.0,99.0,1
351.51032268647623,Private,2,0,10.0,98.0,1
847.8428983197807,Private,2,0,10.0,100.0,1
337.6842499941415,Private,4,0,9.0,92.0,1
233.63719447894456,Private,2,0,9.0,93.0,1
237.85531835118223,Private,2,0,9.0,90.0,1
965.0130058819396,Apartment,2,0,10.0,98.0,1
388.06739624586976,Apartment,2,0,10.0,90.0,2
381.0371897921403,Apartment,2,0,10.0,96.0,1
360.18091064607603,Private,2,0,10.0,98.0,1
358.7748693553301,Private,2,0,10.0,96.0,0
194.03369812293488,Private,2,0,10.0,87.0,1
755.9815339910483,Apartment,4,0,9.0,96.0,3
316.82797084807726,Private,2,0,10.0,98.0,1
768.1672251775128,Apartment,4,0,10.0,98.0,3
307.22002202798024,Private,2,1,10.0,96.0,1
276.2871136315703,Apartment,2,0,10.0,98.0,1
1437.9115600028122,Apartment,6,1,9.0,96.0,3
1062.967215803904,Apartment,4,0,9.0,92.0,2
584.9131769502965,Apartment,4,0,10.0,93.0,1
571.5557846882103,Apartment,4,1,9.0,92.0,1
167.3189135987627,Private,2,0,8.0,87.0,1
792.7729477655661,Apartment,4,0,10.0,98.0,2
909.4743748974762,Apartment,4,0,8.0,86.0,2
228.71604996133388,Private,3,0,10.0,98.0,1
378.6937876408971,Apartment,2,0,9.0,83.0,1
295.0343308415157,Private,2,1,8.0,86.0,1
356.1971269889626,Private,4,0,10.0,95.0,1
2486.1153422538846,Apartment,2,0,10.0,100.0,1
233.63719447894456,Private,2,0,10.0,90.0,1
317.0623110632016,Private,2,0,10.0,92.0,1
1812.8559042017205,Apartment,4,0,8.0,84.0,5
258.0085768518736,Shared,2,0,8.0,90.0,1
